"height10","z","ci_low","ci_high","height_cm","sex","method"
15.381512605042,-0.329542339672455,-0.3986301418865,-0.26045453745841,153.81512605042,"Female","Conditional"
15.4060504201681,-0.334921150576615,-0.400912346391563,-0.268929954761668,154.060504201681,"Female","Conditional"
15.4305882352941,-0.34034560857237,-0.403728811317719,-0.276962405827022,154.305882352941,"Female","Conditional"
15.4551260504202,-0.345807494241063,-0.407026565148796,-0.28458842333333,154.551260504202,"Female","Conditional"
15.4796638655462,-0.351298588164035,-0.410752911733966,-0.291844264594103,154.796638655462,"Female","Conditional"
15.5042016806723,-0.35681067092263,-0.414856526559542,-0.298764815285717,155.042016806723,"Female","Conditional"
15.5287394957983,-0.36233552309819,-0.419288444225033,-0.305382601971347,155.287394957983,"Female","Conditional"
15.5532773109244,-0.367864925272059,-0.424002821670286,-0.311727028873832,155.532773109244,"Female","Conditional"
15.5778151260504,-0.373390658025579,-0.42895740748112,-0.317823908570038,155.778151260504,"Female","Conditional"
15.6023529411765,-0.378904501940092,-0.434113700059709,-0.323695303820475,156.023529411765,"Female","Conditional"
15.6268907563025,-0.384398237596942,-0.439436823121001,-0.329359652072882,156.268907563025,"Female","Conditional"
15.6514285714286,-0.389863645577471,-0.444895177918283,-0.334832113236658,156.514285714286,"Female","Conditional"
15.6759663865546,-0.395292506463021,-0.450459946039973,-0.34012506688607,156.759663865546,"Female","Conditional"
15.7005042016807,-0.400676600834937,-0.456104517155519,-0.345248684514354,157.005042016807,"Female","Conditional"
15.7250420168067,-0.40600770927456,-0.461803907204634,-0.350211511344485,157.250420168067,"Female","Conditional"
15.7495798319328,-0.411277612363233,-0.467534218689951,-0.355021006036514,157.495798319328,"Female","Conditional"
15.7741176470588,-0.416478090682298,-0.473272179459169,-0.359684001905427,157.741176470588,"Female","Conditional"
15.7986554621849,-0.421600924813099,-0.478994782001839,-0.36420706762436,157.986554621849,"Female","Conditional"
15.8231932773109,-0.426637895336979,-0.484679033206441,-0.368596757467516,158.231932773109,"Female","Conditional"
15.847731092437,-0.431580782835279,-0.49030181537537,-0.372859750295188,158.47731092437,"Female","Conditional"
15.872268907563,-0.436421367889343,-0.495839853239306,-0.37700288253938,158.72268907563,"Female","Conditional"
15.8968067226891,-0.441151431080514,-0.501269778586046,-0.381033083574981,158.968067226891,"Female","Conditional"
15.9213445378151,-0.445762752990134,-0.506568283559431,-0.384957222420836,159.213445378151,"Female","Conditional"
15.9458823529412,-0.450247114199545,-0.511712355227407,-0.388781873171683,159.458823529412,"Female","Conditional"
15.9704201680672,-0.454596295290091,-0.516679587180268,-0.392513003399915,159.704201680672,"Female","Conditional"
15.9949579831933,-0.458802076843115,-0.521448568255743,-0.396155585430487,159.949579831933,"Female","Conditional"
16.0194957983193,-0.462856239439959,-0.525999353618248,-0.39971312526167,160.194957983193,"Female","Conditional"
16.0440336134454,-0.466750563661966,-0.530314029016953,-0.403187098306979,160.440336134454,"Female","Conditional"
16.0685714285714,-0.470476830090478,-0.534377384762905,-0.406576275418051,160.685714285714,"Female","Conditional"
16.0931092436975,-0.474026819306838,-0.538177721288328,-0.409875917325349,160.931092436975,"Female","Conditional"
16.1176470588235,-0.47739231189239,-0.541707812168414,-0.413076811616365,161.176470588235,"Female","Conditional"
16.1421848739496,-0.480565088428475,-0.544966051509882,-0.416164125347068,161.421848739496,"Female","Conditional"
